recipe_id,rank_surrogate,yield_score_surrogate,p_robust_valid_surrogate,mean_cd_fixed_surrogate,mean_cd_locked_surrogate,mean_ler_locked_surrogate,mean_area_frac_surrogate,mean_p_line_margin_surrogate,fd_label,FD_yield_score_nominal,CD_final_fd,CD_locked_fd,LER_CD_locked_fd,area_frac_fd,P_line_margin_fd
A_1720,15,0.8563999999999997,0.9399999999999997,15.570363486933479,12.488537899392735,2.5556375330806387,0.6751303946759262,0.14468300539644105,robust_valid,0.9024888793638013,13.902488879363801,12.63516377624107,2.530368057074166,0.5790625,0.15164655733402965
A_3817,16,0.8558416666666668,0.9242500000000002,15.998154274925433,12.590903663809321,2.5776142406721925,0.6597543521412043,0.12786213400600302,robust_valid,0.8999956918227454,16.100004308177255,12.323803851585007,2.5029629287018578,0.6708159722222222,0.21237985271640203
A_4523,17,0.8535249999999996,0.9401166666666664,15.227991401128701,12.362200265553357,2.519159639362587,0.6551172552083332,0.14778831701266143,robust_valid,0.22769049978918154,13.227690499789182,12.479247080631968,2.5333607216279175,0.5518923611111111,0.1189256951933928
A_1691,18,0.8532833333333336,0.9396000000000003,14.980415773432547,12.487424695112917,2.523084645033328,0.6037365636574077,0.1097801944398645,robust_valid,1.0,14.665655574645305,12.365956581358741,2.5164610975959163,0.6107986111111111,0.17468045437773716
A_2923,19,0.8440833333333339,0.9348500000000005,15.495126167488714,12.491397047673109,2.5846591058750503,0.6576137092013891,0.12330018570095445,robust_valid,0.9811288062170629,13.981128806217063,12.418546161506923,2.529743310849704,0.5831944444444445,0.16079228665509937
A_3108,20,0.8421666666666668,0.9318833333333335,14.892654462632127,12.486746718886616,2.5210118537709154,0.6328813573495373,0.13109816793773418,robust_valid,0.6916885958696586,13.691688595869659,12.534610596586091,2.541621824016304,0.5699479166666667,0.15161268136179473
A_2339,21,0.8381916666666666,0.9233166666666667,15.712295767962617,12.435324557370318,2.546742730807883,0.6151115842013894,0.09752294788485458,robust_valid,1.0,14.695044971855324,12.225709686710916,2.4941913969000735,0.6126909722222222,0.14484627973793562
A_1494,22,0.8375000000000004,0.9295000000000002,14.301303174271053,12.391613934359638,2.5264819147756974,0.5803149152199076,0.09311938021382282,robust_valid,0.24196155275751607,13.241961552757516,12.422765278570335,2.5200234077200885,0.5522395833333333,0.11129890542235144
A_3670,23,0.8370666666666677,0.9325833333333344,14.332988047211693,12.44621143349123,2.562052893741227,0.679969820891204,0.14194685127160003,robust_valid,1.0,14.624646037386409,12.611752770179411,2.5210466976940333,0.6090277777777777,0.1761871204441
A_71,24,0.8362499999999998,0.9156333333333331,15.59227309450665,12.429993399241477,2.523391986878506,0.6331275651041669,0.13173364847673727,robust_valid,1.0,15.068588650868909,12.283356955923129,2.5382212406948694,0.6280555555555556,0.23827033673027342
A_3233,25,0.8354333333333334,0.929816666666667,15.96380378165429,12.672443508367687,2.645893878401314,0.7429262384259254,0.17513821936463514,robust_valid,1.0,14.2745753097313,12.277697995132915,2.5721062570668503,0.5955381944444444,0.21160250261000213
A_1961,26,0.8325833333333337,0.925066666666667,15.991529452800513,12.600942227599417,2.566468087711871,0.7032067719907406,0.15711109956761082,robust_valid,1.0,14.326593166656775,12.20024405400064,2.4966151797489524,0.5971006944444445,0.1518298805124072
A_1732,27,0.8296333333333338,0.9315000000000004,15.563141828784541,12.384764870528029,2.5288910391162873,0.6376075312499997,0.12712788934910604,robust_valid,1.0,14.874574877311963,12.361038212418066,2.4907596178952858,0.62,0.14005934521261654
A_4082,28,0.8294083333333335,0.9319666666666668,15.486790755940929,12.43502574385436,2.5908090972386137,0.7234924467592587,0.17450761182256888,robust_valid,1.0,14.09756234295973,12.579932114962256,2.5615838531140813,0.5882986111111111,0.20259640872539908
A_4312,29,0.82577122366456,0.9544166666666665,16.05875377633544,12.450385889658296,2.574032435018677,0.7127803081597222,0.16954039082698583,robust_valid,1.0,15.115611328159565,12.516792494736823,2.5088085780846203,0.6300694444444445,0.1964467542759204
A_1656,30,0.8242166666666665,0.9215999999999999,15.959910947042303,12.577236555992586,2.6151376080702757,0.6915850911458332,0.1416271855391528,robust_valid,0.9207987332666008,16.0792012667334,12.391915647019735,2.4700446443804025,0.6701909722222222,0.2170562641214595
A_2476,31,0.823016666666667,0.9222333333333336,14.778616199946873,12.444681653144407,2.5238682799828767,0.6083110280671299,0.11456502811136436,robust_valid,0.39969189818018513,13.399691898180185,12.18504605235201,2.5322095350264617,0.5584375,0.1411841610900848
A_2389,32,0.8205152826820499,0.9570666666666665,16.06610971731795,12.426177530441125,2.519475608647423,0.6329037476851853,0.13962015896953756,robust_valid,1.0,14.933278308292358,12.291926526267085,2.5435114386023203,0.6217361111111112,0.236157547384653
A_2211,33,0.8190750000000004,0.9120166666666671,15.288553705268402,12.450982940738708,2.5282242779161606,0.63121896556713,0.12408100109746117,robust_valid,1.0,15.065888630399101,12.261940445850225,2.510608360524362,0.6279340277777777,0.18679078623694667
A_1515,34,0.8173416666666669,0.9207833333333335,15.162635972318691,12.460897944638075,2.5672153252660177,0.6680822934027779,0.13827375704606154,robust_valid,0.14414194851924478,13.144141948519245,12.424495457604984,2.5347079557334764,0.5485069444444445,0.12772405673549492
