recipe_id,rank_06c,yield_score_06c,yield_score_06a,p_robust_valid_06c,p_robust_valid_06a,mean_cd_fixed_06c,mean_ler_locked_06c,fd_label,FD_yield_score_nominal,CD_final_fd,CD_locked_fd,LER_CD_locked_fd,area_frac_fd,P_line_margin_fd
D_4730,67,0.9579833333333342,0.42111129922780965,0.9837000000000009,0.9188000000000008,14.767295385755734,2.540186746484819,robust_valid,1.0,15.911184126155964,12.493690305851993,2.53410682449922,0.6628298611111111,0.1781212711358785
D_3335,68,0.9569666666666687,0.7533166666666672,0.9760000000000021,0.8884166666666673,15.143577917876817,2.5431355974377032,robust_valid,1.0,14.788417169705719,12.396652593703482,2.535431756169724,0.6158680555555556,0.20477196300545109
D_3195,69,0.9569500000000014,0.8626416666666661,0.9835333333333347,0.9410499999999993,14.165315570591757,2.5335120482958073,robust_valid,1.0,14.365949852706985,12.645675322289716,2.514611112262296,0.5984895833333334,0.12574720885602275
D_2725,70,0.9562083333333333,0.7723455957409584,0.97815,0.938533333333333,14.349506520042041,2.546167552156243,robust_valid,1.0,14.229058193180986,12.43186518892324,2.5252549819146735,0.593125,0.18172901231256788
D_1541,71,0.9561500000000005,-0.48096005702722844,0.984183333333334,0.9451333333333344,15.243375838027838,2.5391886065125324,robust_valid,0.014807926310751895,16.985192073689248,12.297740990429116,2.4983706993240276,0.7077083333333334,0.25938687454911624
D_1712,72,0.9559000000000003,0.8625916666666666,0.9797833333333336,0.936,15.785327073219355,2.5389655191256004,robust_valid,0.7053950242059059,16.294604975794094,12.447663639880684,2.5215997438914655,0.6784895833333333,0.2155899412316089
D_2078,73,0.955875000000002,0.33167014566525743,0.9783666666666686,0.9374999999999999,15.503634609421404,2.534850028979774,robust_valid,1.0,15.641621108210028,12.548839749432947,2.5041195595804413,0.6517013888888888,0.2112137311670862
D_4945,74,0.9544666666666662,0.6442118812451308,0.9818166666666663,0.9285000000000003,14.670332735489813,2.5511950872794893,robust_valid,1.0,15.63517462963045,12.496805413177515,2.511168520701114,0.6512673611111112,0.15431905679445457
D_790,75,0.9534833333333336,-1.1324981502703946,0.9749666666666669,0.9193499999999998,15.38769386673362,2.5393918703642644,robust_valid,1.0,15.688533681567922,12.320437578161435,2.5280774465172158,0.6537326388888889,0.20453738744106464
D_91,76,0.9533833333333339,-0.3753273572559679,0.9792666666666672,0.9195,15.4889413425602,2.5369066528812656,robust_valid,1.0,15.357585821433025,12.3962295285117,2.4987642764973295,0.6395833333333333,0.18315045304791533
D_981,77,0.9528666666666664,0.5311220767640903,0.983983333333333,0.9268833333333336,15.553296973337353,2.539172410612218,robust_valid,1.0,15.273752921204704,12.527086873667567,2.5169296811198905,0.6363541666666667,0.19375495973559353
D_3684,78,0.9526166666666671,0.8189416666666667,0.9807500000000005,0.9267666666666667,14.249088850874573,2.5365344869420596,robust_valid,0.6362484889155233,13.636248488915523,12.491201562437585,2.518739737661819,0.5681076388888889,0.11895725503453791
D_4918,79,0.9511749999999985,0.4819748764717542,0.9812166666666652,0.954633333333333,15.635909399791698,2.5418484035146673,robust_valid,0.9993457374426811,16.00065426255732,12.498691728255125,2.516507501912071,0.6669965277777777,0.24706973014417222
D_435,80,0.9508833333333332,0.7355066064775004,0.9820666666666665,0.9329000000000005,15.177007444938567,2.5416537384067754,robust_valid,1.0,15.559078784860588,12.469145239971848,2.5279834679175104,0.6479340277777778,0.22727478988622307
D_39,81,0.9503499999999993,-0.6493464914668453,0.9796166666666659,0.9438666666666665,15.81007132268618,2.5455992617519017,robust_valid,1.0,15.748304802952845,12.579640045575607,2.5259072622692904,0.6561458333333333,0.2361877284664945
D_2586,82,0.9494725974448031,0.7754583333333338,0.9879166666666671,0.9128500000000003,13.979480930778136,2.535148976626269,robust_valid,0.7889270908484516,13.788927090848452,12.308064024259807,2.5114928227324547,0.5744965277777778,0.12169236139625028
D_4,83,0.9494666666666653,0.8748833333333339,0.9762499999999986,0.9464666666666672,14.449774189847638,2.5307390520321817,robust_valid,1.0,15.585117584170174,12.537532101893554,2.5006235284157947,0.6491840277777777,0.15630041844827536
D_2357,84,0.9494333333333337,0.6779167015834339,0.9759666666666671,0.9262333333333337,14.865241145745635,2.544451336392973,robust_valid,1.0,14.422299806070336,12.450572720945358,2.560311511277683,0.6009548611111111,0.22450332692487318
