_id,label,pitch_nm,line_cd_nm,line_cd_ratio,domain_x_nm,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm,CD_locked_nm,LER_CD_locked_nm,area_frac,P_line_margin,CD_final_nm,CD_pitch_frac,LER_after_PEB_P_nm,LER_design_initial_nm,P_space_center_mean,P_line_center_mean,contrast,psd_locked_mid,H_min,P_min,P_max,prefilter_score
iter1_target_under_exposed_19,numerical_invalid,18,9.36,0.52,90.0,21.359034151924217,2.620898639519972,0.4681993805101335,44.62017999171107,0.17261046099898344,0.39517810125113245,0.021093898378671205,1.8328136055865096,55.601744411044145,nan,nan,0.0,-0.21618149658002933,nan,nan,nan,2.7811293208664543,0.23215070537303545,0.4338185034199707,0.20166779804693524,nan,0.009521938050425283,0.1481360894160153,0.483094041317455,
iter1_target_under_exposed_20,under_exposed,24,14.399999999999999,0.6,120.0,26.128445924913105,1.5914677493450613,0.35229972865592823,31.338419195938677,0.16158881080257206,0.39055287856869464,0.016811472339189663,1.6827562901816968,79.68557343444837,14.494252715564816,2.5399100365472784,0.08991319444444444,-0.14889472847657803,3.306904619797076,0.13778769249154485,2.2176299911088786,2.777139811468949,0.1128368888560939,0.501105271523422,0.3882683826673281,1.5570764184039476,0.008195661533836083,0.05354277897399446,0.5121447055214328,
iter1_target_under_exposed_21,numerical_invalid,28,16.8,0.6,140.0,27.310911092747904,2.1988362089825895,0.7324649944214674,32.97415402883146,0.17591640581277068,0.3529693501339011,0.023327912219353698,1.7828582264724533,96.36275077021033,nan,nan,0.0,-0.1699971612431752,nan,nan,nan,2.8001199482964156,0.1514330308523529,0.4800028387568248,0.3285698079044719,nan,0.012655571343284568,0.09756090662887655,0.4931575356524266,
iter1_target_under_exposed_22,under_exposed,28,16.8,0.6,140.0,28.591794090456574,0.15987011843750373,0.6189078462745468,36.21140425929413,0.16893659573008943,0.41856462037404907,0.018661594681412295,1.8048511290367841,29.506542994584976,16.712992111355895,2.5201593895510657,0.4355952380952381,-0.05706081762780457,12.176730507852522,0.43488323242330434,2.4133105289602605,2.8001199482964156,0.13911577695900998,0.5929391823721955,0.45382340541318544,1.3920356907195333,0.01067116759370091,0.08444357266114516,0.6053157739669215,
iter1_target_under_exposed_23,under_exposed,32,16.64,0.52,160.0,29.726529559576925,2.86201780181441,0.4177518628281108,39.117190338590035,0.16638248589353827,0.37210218266609585,0.015986900955631995,1.087694847494458,20.854282125138695,16.623683976584648,2.269454444072219,0.39721354166666667,-0.047993731080275936,12.704430419509467,0.39701345060967086,2.2566621816984074,2.776528339624675,0.10895692635606764,0.6020062689197241,0.49304934256365646,0.5519885202901167,0.008117660144823237,0.0649925661378335,0.6142267396514732,
iter1_target_under_exposed_24,numerical_invalid,18,9.36,0.52,90.0,34.58016961202431,1.7648346330285856,0.7586635534699069,29.981793792518417,0.16774690460201472,0.3675816921661421,0.02645201087079033,1.6223262434266355,24.658503480089347,nan,nan,0.0,-0.22621900139444762,nan,nan,nan,2.7811293208664543,0.21382288391061624,0.4237809986055524,0.20995811469493617,nan,0.016871908309292822,0.13742944832015186,0.46600181603219987,
iter1_target_under_exposed_25,numerical_invalid,32,19.2,0.6,160.0,28.95122636604518,2.1173803167703453,0.37809987642240084,24.16230691095898,0.1713916658667161,0.3762407973207048,0.017804132188910596,1.5744417124796724,26.12689820048457,nan,nan,0.0,-0.17579624513467235,nan,nan,nan,2.790404311903947,0.054096231456450865,0.4742037548653277,0.4201075234088768,nan,0.005467526813457544,0.023605927215352224,0.4770035218154689,
iter1_target_under_exposed_26,under_exposed,18,8.1,0.45,90.0,34.855229377811554,2.378176129906874,0.3606351643251431,40.19943128842118,0.17422048880782823,0.44019354616489925,0.017255483668953207,1.6257618473969817,71.31874810389016,7.952678000437658,3.1246019579462034,0.46196759259259257,-0.03409057690858486,8.311909778946575,0.46177276549703195,3.0993455316352074,2.807561738082017,0.27782040739335123,0.6159094230914152,0.33808901569806393,1.351101670397026,0.01409342151166332,0.16172002875988073,0.6749542812782655,
iter1_target_under_exposed_27,numerical_invalid,24,10.8,0.45,120.0,27.75276133460493,1.712647784072905,0.4645937532518898,20.96771817785609,0.16984832270225064,0.42970169268368413,0.027950157660419264,1.6431646354925953,62.87523083573739,nan,nan,0.0,-0.2561771973929838,nan,nan,nan,2.8001199482964156,0.03381756327411935,0.39382280260701624,0.3600052393328969,nan,0.0034030399814521926,0.013575273594276953,0.4158045916012835,
iter1_target_under_exposed_28,under_exposed,18,10.799999999999999,0.6,90.0,33.93544629097904,0.7400027585026404,0.7520423110106982,36.67477854757807,0.16433631123498887,0.3830948655351429,0.02064128801510728,1.893545613912584,38.71431801774278,10.669934843209859,3.635552838600404,0.24439814814814814,-0.1326388007726168,5.5710444232219904,0.30950246795677727,3.1006329213452894,2.8001199482964156,0.29477920338955327,0.5173611992273832,0.22258199583782995,1.8982227316316458,0.020767810070142462,0.19861438006014148,0.5571594535306024,
iter1_target_under_exposed_29,numerical_invalid,24,12.48,0.52,120.0,25.379217325268918,2.299019906703791,0.42565166754775563,23.90520535846084,0.1564952544280324,0.4336914025627273,0.027118060517589554,1.4089166940435365,63.9849050638598,nan,nan,0.0,-0.2550426642778066,nan,nan,nan,2.7701829575093893,0.07111298662778953,0.39495733572219344,0.3238443490944039,nan,0.005443129504119941,0.03347064500714705,0.41245150220871823,
iter1_target_under_exposed_30,numerical_invalid,18,9.36,0.52,90.0,28.682011279622493,2.886835752013972,0.54933757639712,28.813841821278796,0.17986457784770135,0.36533846385925506,0.02252755823434745,1.2970896224963115,16.121359498624024,nan,nan,0.0,-0.2348437432279185,nan,nan,nan,2.7811293208664543,0.23459833462850674,0.4151562567720815,0.18055792214357477,nan,0.018736123994608195,0.1545571389945802,0.4565165514126505,
iter1_target_under_exposed_31,under_exposed,28,16.8,0.6,140.0,27.50974073533068,0.8533132485364523,0.6605213543941767,34.230012406912444,0.1652572760364078,0.3597654338982198,0.017864086928279295,1.4013686727222203,78.55329052625598,16.52808413892682,2.5112923124953697,0.16617559523809525,-0.1398285203375973,5.044526673853809,0.1801616669233503,2.6068754272500403,2.8001199482964156,0.13341888039964375,0.5101714796624027,0.37675259926275895,1.181596272068651,0.012709658992943127,0.08423169824829249,0.5215811851470062,
iter1_target_under_exposed_32,numerical_invalid,18,8.1,0.45,90.0,21.013779929237153,0.6591090962213405,0.4568572618038381,34.09295846975667,0.15638978490772443,0.42893682981331194,0.023558132937844943,1.0133192491421654,57.68034861404009,nan,nan,0.0,-0.2613199590948948,nan,nan,nan,2.807561738082017,0.10397677576495655,0.3886800409051052,0.28470326514014865,nan,0.006977865624605913,0.05625408507087342,0.43482035784214107,
iter1_target_under_exposed_33,numerical_invalid,20,9.0,0.45,100.0,26.360923474954696,2.3393121187228623,0.7012089874431527,36.28949234815341,0.17912735942403632,0.36814249250178455,0.027617299677426203,1.7219194847721333,83.12684362061718,nan,nan,0.0,-0.26172134140418507,nan,nan,nan,2.812021531233865,0.1572530610387328,0.38827865859581495,0.23102559755708216,nan,0.008981165518932726,0.10118541329681217,0.4364525810106797,
iter1_target_under_exposed_34,under_exposed,32,19.2,0.6,160.0,27.20473496740698,1.2204625796493525,0.6989684506556839,43.05664637098954,0.15256936514602726,0.40018370300332157,0.017136025033505545,1.6976867117812848,73.77310859441462,19.20605172418972,2.4103875747425274,0.4154557291666667,-0.0701034813451169,13.269381696113394,0.41466817800354355,2.2974985651676465,2.790404311903947,0.1516755426201878,0.5798965186548831,0.42822097603469533,0.8558423228718521,0.010467790956667566,0.10427270090928886,0.5906521458099717,
iter1_target_under_exposed_35,numerical_invalid,20,10.4,0.52,100.0,25.037127681739598,1.8229643978919714,0.7210160111948208,24.526470687848377,0.1517227373895876,0.39290864862206853,0.020570106601860757,1.4643077068266956,87.88850077941046,nan,nan,0.0,-0.3140641700324664,nan,nan,nan,2.777139811468949,0.12378952563838162,0.33593582996753363,0.212146304329152,nan,0.012338367492931364,0.07539177623066655,0.3636491483289982,
iter1_target_under_exposed_36,numerical_invalid,18,8.1,0.45,90.0,30.037191910674792,1.9466499093650098,0.34746222692932466,30.3635825012486,0.16668565668671603,0.3700259446705823,0.02715174560557286,1.6177656810376333,85.65801322179242,nan,nan,0.0,-0.24327309508345185,nan,nan,nan,2.807561738082017,0.10216589014946115,0.40672690491654817,0.304561014767087,nan,0.006368948441283194,0.04599145876906519,0.4560441218705956,
